Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bristle material (product.metafields.shopify.bristle-material),Bristle shape (product.metafields.shopify.bristle-shape),Brush application (product.metafields.shopify.brush-application),Chair features (product.metafields.shopify.chair-features),Color (product.metafields.shopify.color-pattern),Dispenser type (product.metafields.shopify.dispenser-type),Handle material (product.metafields.shopify.handle-material),Paint type (product.metafields.shopify.paint-type),Seat type (product.metafields.shopify.seat-type),Snowboard binding mount (product.metafields.test_data.binding_mount),Snowboard length (product.metafields.test_data.snowboard_length),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Price / Australia,Compare At Price / Australia,Included / International,Price / International,Compare At Price / International,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Status
Karinne Oversized Dresser,,,,,,,,,Large,,,,,,,,,21166.41194,shopify,deny,manual,157.47,181,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_132.png?v=1744783006,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Dresser,,,,,,,,,,,,,,,,,,21546.5253,shopify,deny,manual,160.08,184,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_133.png?v=1744783015,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Adelaide Dresser,Adelaide Dresser,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Signature Design by Ashley,Uncategorized,,,TRUE,Size,Small,,,,,,,,,21926.63866,shopify,deny,manual,162.69,187,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_13.png?v=1744782960,56,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC915,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Adelaide Dresser,,,,,,,,,Medium,,,,,,,,,22306.75202,shopify,deny,manual,165.3,190,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_134.png?v=1744783012,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Adelaide Dresser,,,,,,,,,Large,,,,,,,,,22686.86538,shopify,deny,manual,167.91,193,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_134.png?v=1744783012,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Flexsteel Adrian Leather Power Dresser,Flexsteel Adrian Leather Power Dresser,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Signature Design by Ashley,Uncategorized,,,TRUE,Size,Small,,,,,,,,,23066.97874,shopify,deny,manual,170.52,196,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_135.png?v=1744783018,59,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC916,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Flexsteel Adrian Leather Power Dresser,,,,,,,,,Medium,,,,,,,,,23447.09211,shopify,deny,manual,173.13,199,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_136.png?v=1744783011,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Flexsteel Adrian Leather Power Dresser,,,,,,,,,Large,,,,,,,,,23827.20547,shopify,deny,manual,175.74,202,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_137.png?v=1744783018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Denver Power Dresser,Denver Power Dresser,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Signature Design by Ashley,Uncategorized,,,TRUE,Size,Small,,,,,,,,,24207.31883,shopify,deny,manual,178.35,205,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_138.png?v=1744783012,62,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC917,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Denver Power Dresser,,,,,,,,,Medium,,,,,,,,,24587.43219,shopify,deny,manual,180.96,208,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_138.png?v=1744783012,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Venture Manual Dresser,Venture Manual Dresser,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Signature Design by Ashley,Uncategorized,,,TRUE,Size,Small,,,,,,,,,24967.54555,shopify,deny,manual,183.57,211,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_14.png?v=1744782919,64,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC918,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Venture Manual Dresser,,,,,,,,,Medium,,,,,,,,,25347.65891,shopify,deny,manual,186.18,214,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_15.png?v=1744782942,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Venture Manual Dresser,,,,,,,,,Large,,,,,,,,,25727.77227,shopify,deny,manual,188.79,217,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_16.png?v=1744782921,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawrence Power Reclining Dresser,Lawrence Power Reclining Dresser,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Signature Design by Ashley,Uncategorized,,,TRUE,Size,Small,,,,,,,,,26107.88563,shopify,deny,manual,191.4,220,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_17.png?v=1744782984,67,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC919,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Lawrence Power Reclining Dresser,,,,,,,,,Medium,,,,,,,,,26487.99899,shopify,deny,manual,194.01,223,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_18.png?v=1744782920,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawrence Power Reclining Dresser,,,,,,,,,Large,,,,,,,,,26868.11235,shopify,deny,manual,196.62,226,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_19.png?v=1744782965,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawrence Power Reclining Dresser,,,,,,,,,,,,,,,,,,27248.22571,shopify,deny,manual,199.23,229,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_2.png?v=1744783022,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Sarabella Queen Memory Foam Sleeper Dresser,Sarabella Queen Memory Foam Sleeper Dresser,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Signature Design by Ashley,Uncategorized,,,TRUE,Size,Small,,,,,,,,,27628.33907,shopify,deny,manual,201.84,232,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_20.png?v=1744782943,71,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC920,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Sarabella Queen Memory Foam Sleeper Dresser,,,,,,,,,Medium,,,,,,,,,28008.45243,shopify,deny,manual,204.45,235,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_21.png?v=1744782980,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Sarabella Queen Memory Foam Sleeper Dresser,,,,,,,,,Large,,,,,,,,,28388.56579,shopify,deny,manual,207.06,238,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_22.png?v=1744782941,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Tulen Reclining Dresser,Tulen Reclining Dresser,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Signature Design by Ashley,Uncategorized,,,TRUE,Size,Small,,,,,,,,,28768.67915,shopify,deny,manual,209.67,241,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_23.png?v=1744782945,74,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC921,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Tulen Reclining Dresser,,,,,,,,,Medium,,,,,,,,,29148.79251,shopify,deny,manual,212.28,244,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_24.png?v=1744782960,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Tulen Reclining Dresser,,,,,,,,,Large,,,,,,,,,29528.90587,shopify,deny,manual,214.89,247,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_25.png?v=1744782980,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Solana Power Reclining Dresser,Solana Power Reclining Dresser,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Signature Design by Ashley,Uncategorized,,,TRUE,Size,Small,,,,,,,,,29909.01923,shopify,deny,manual,217.5,250,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_26.png?v=1744782965,77,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC922,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Mitchiner Reclining Dresser,Mitchiner Reclining Dresser,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Signature Design by Ashley,Uncategorized,,,TRUE,Size,Small,,,,,,,,,30289.13259,shopify,deny,manual,220.11,253,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_27.png?v=1744782986,78,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC910,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Darcy Recliner,Darcy Recliner,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Signature Design by Ashley,Uncategorized,,,TRUE,Size,Small,,,,,,,,,30669.24595,shopify,deny,manual,222.72,256,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_28.png?v=1744782980,79,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC910,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Darcy Recliner,,,,,,,,,Medium,,,,,,,,,31049.35931,shopify,deny,manual,225.33,259,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_29.png?v=1744782965,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Darcy Recliner,,,,,,,,,Large,,,,,,,,,31429.47267,shopify,deny,manual,227.94,262,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_29.png?v=1744782965,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Vail Fur Swivel Recliner,Vail Fur Swivel Recliner,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Signature Design by Ashley,Uncategorized,,,TRUE,Size,Small,,,,,,,,,31809.58603,shopify,deny,manual,230.55,265,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_3.png?v=1744782943,82,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC911,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Vail Fur Swivel Recliner,,,,,,,,,Medium,,,,,,,,,32189.69939,shopify,deny,manual,233.16,268,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_31.png?v=1744782960,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Vail Fur Swivel Recliner,,,,,,,,,Large,,,,,,,,,32569.81275,shopify,deny,manual,235.77,271,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_32.png?v=1744782944,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lindyn Oversized Swivel Accent Recliner,Lindyn Oversized Swivel Accent Recliner,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Signature Design by Ashley,Uncategorized,,,TRUE,Size,Small,,,,,,,,,32949.92611,shopify,deny,manual,238.38,274,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_33.png?v=1744782959,85,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC912,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Lindyn Oversized Swivel Accent Recliner,,,,,,,,,Medium,,,,,,,,,33330.03947,shopify,deny,manual,240.99,277,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_34.png?v=1744782944,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lindyn Oversized Swivel Accent Recliner,,,,,,,,,Large,,,,,,,,,33710.15283,shopify,deny,manual,243.6,280,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_35.png?v=1744782964,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Mahoney Chaise Recliner,Mahoney Chaise Recliner,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Signature Design by Ashley,Uncategorized,,,TRUE,Size,Small,,,,,,,,,34090.26619,shopify,deny,manual,246.21,283,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_36.png?v=1744782929,88,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC913,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Mahoney Chaise Recliner,,,,,,,,,Medium,,,,,,,,,34470.37955,shopify,deny,manual,248.82,286,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_37.png?v=1744782928,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Mahoney Chaise Recliner,,,,,,,,,Large,,,,,,,,,34850.49291,shopify,deny,manual,251.43,289,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_38.png?v=1744782989,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Recliner,Karinne Oversized Recliner,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Signature Design by Ashley,Uncategorized,,,TRUE,Size,Small,,,,,,,,,35230.60628,shopify,deny,manual,254.04,292,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_39.png?v=1744782989,91,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC914,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Karinne Oversized Recliner,,,,,,,,,Medium,,,,,,,,,35610.71964,shopify,deny,manual,256.65,295,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_4.png?v=1744782960,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Recliner,,,,,,,,,Large,,,,,,,,,35990.833,shopify,deny,manual,259.26,298,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_40.png?v=1744782945,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Recliner,,,,,,,,,,,,,,,,,,36370.94636,shopify,deny,manual,261.87,301,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_41.png?v=1744782980,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Adelaide Recliner,Adelaide Recliner,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Cindy Crawford Home,Uncategorized,,,TRUE,Size,Small,,,,,,,,,36751.05972,shopify,deny,manual,264.48,304,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_42.png?v=1744782930,95,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC915,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Adelaide Recliner,,,,,,,,,Medium,,,,,,,,,37131.17308,shopify,deny,manual,267.09,307,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_43.png?v=1744782980,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Adelaide Recliner,,,,,,,,,Large,,,,,,,,,37511.28644,shopify,deny,manual,269.7,310,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_44.png?v=1744782929,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Flexsteel Adrian Leather Power Recliner,Flexsteel Adrian Leather Power Recliner,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Cindy Crawford Home,Uncategorized,,,TRUE,Size,Small,,,,,,,,,37891.3998,shopify,deny,manual,272.31,313,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/bedroom-funiture_48.png?v=1744782945,98,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC916,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
